"account_id","action_month","normal_monthly_revenue","pix_monthly_revenue","total_monthly_revenue","account_monthly_balance"
2569200459575096,1,1770.54,3025.31,4795.85,4795.85
2569200459575096,2,-3199.87,775.55,-2424.3199999999997,2371.5300000000007
2569200459575096,3,-729.6300000000001,-3205.17,-3934.8,-1563.2699999999995
2569200459575096,4,2056.0699999999997,1896.27,3952.3399999999997,2389.07
2569200459575096,5,207.95000000000005,-811.98,-604.03,1785.0400000000002
2569200459575096,6,1059.96,-1797.0200000000002,-737.0600000000002,1047.98
2569200459575096,7,-3913.9299999999994,-1145.47,-5059.4,-4011.4199999999996
2569200459575096,8,-796.72,-1455.95,-2252.67,-6264.09
2569200459575096,9,-4903.19,476.7499999999998,-4426.44,-10690.529999999999
2569200459575096,10,,1084.79,1084.79,-9605.739999999998
2569200459575096,11,-3720.0,-1631.8200000000002,-5351.82,-14957.559999999998
2569200459575096,12,3217.73,1484.55,4702.28,-10255.279999999999
2572645138169593,1,64.3599999999999,1782.71,1847.07,1847.07
2572645138169593,2,-1032.8,3027.06,1994.26,3841.33
2572645138169593,3,-4196.13,-914.7899999999997,-5110.92,-1269.5900000000001
2572645138169593,4,-394.04,-1162.48,-1556.52,-2826.11
2572645138169593,5,1377.0600000000002,-3295.23,-1918.1699999999998,-4744.28
2572645138169593,6,-2282.9700000000003,,-2282.9700000000003,-7027.25
2572645138169593,7,1701.36,390.53999999999996,2091.8999999999996,-4935.35
2572645138169593,8,-658.4499999999999,-1500.25,-2158.7,-7094.05
2572645138169593,9,,-2095.0600000000004,-2095.0600000000004,-9189.11
2572645138169593,10,1000.3900000000001,2202.83,3203.2200000000003,-5985.89
2572645138169593,11,122.07,-3244.96,-3122.89,-9108.78
2572645138169593,12,2823.95,-766.53,2057.42,-7051.360000000001
2969674447809961,1,184.27999999999997,5259.860000000001,5444.14,5444.14
2969674447809961,2,-2124.05,-3283.78,-5407.83,36.3100000000004
2969674447809961,3,950.1699999999998,-635.0699999999988,315.10000000000105,351.41000000000145
2969674447809961,4,2559.5000000000005,2762.3100000000004,5321.810000000001,5673.220000000003
2969674447809961,5,-3584.9800000000005,-2029.48,-5614.460000000001,58.76000000000204
2969674447809961,6,-3534.1700000000014,-1925.5299999999997,-5459.700000000001,-5400.939999999999
2969674447809961,7,1196.37,-46.66000000000031,1149.7099999999996,-4251.23
2969674447809961,8,-1123.6799999999994,-50.820000000000164,-1174.4999999999995,-5425.73
2969674447809961,9,5466.2,-4439.289999999999,1026.9100000000008,-4398.819999999999
2969674447809961,10,8612.93,-2011.6099999999997,6601.320000000001,2202.500000000002
2969674447809961,11,-715.2699999999995,-3089.0799999999995,-3804.349999999999,-1601.8499999999972
2969674447809961,12,-430.3100000000004,747.5299999999997,317.21999999999935,-1284.6299999999978
5756422114496119,1,948.1,-191.74000000000024,756.3599999999998,756.3599999999998
5756422114496119,2,353.69000000000005,-3832.36,-3478.67,-2722.3100000000004
5756422114496119,3,-642.0600000000001,2196.9800000000005,1554.9200000000005,-1167.3899999999999
5756422114496119,4,-36.100000000000136,254.64999999999986,218.54999999999973,-948.8400000000001
5756422114496119,5,-326.54999999999995,3011.66,2685.1099999999997,1736.2699999999995
5756422114496119,6,-423.47,1415.19,991.72,2727.99
5756422114496119,7,-195.81,-1171.2300000000002,-1367.0400000000002,1360.9499999999996
5756422114496119,8,-1694.63,2068.2799999999997,373.64999999999964,1734.5999999999992
5756422114496119,9,-91.63000000000011,2919.2200000000003,2827.59,4562.19
5756422114496119,10,1091.3600000000001,3111.35,4202.71,8764.9
5756422114496119,11,-3301.09,565.6899999999998,-2735.4000000000005,6029.499999999999
5763135580788529,1,-3702.3500000000004,-362.78999999999996,-4065.1400000000003,-4065.1400000000003
5763135580788529,2,-1994.3500000000004,-161.72000000000025,-2156.0700000000006,-6221.210000000001
5763135580788529,3,1982.1100000000006,2668.9400000000005,4651.050000000001,-1570.1599999999999
5763135580788529,4,-1945.1999999999998,1118.5700000000006,-826.6299999999992,-2396.789999999999
5763135580788529,5,-253.37000000000035,-1130.7799999999993,-1384.1499999999996,-3780.9399999999987
5763135580788529,6,-616.3899999999994,3740.7800000000007,3124.3900000000012,-656.5499999999975
5763135580788529,7,-3387.09,1106.4599999999991,-2280.630000000001,-2937.1799999999985
5763135580788529,8,-4404.319999999999,-2055.539999999999,-6459.859999999998,-9397.039999999997
5763135580788529,9,2295.84,-6784.83,-4488.99,-13886.029999999997
5763135580788529,10,-1565.71,-582.6299999999999,-2148.34,-16034.369999999997
5763135580788529,11,-3843.1500000000005,2809.96,-1033.1900000000005,-17067.559999999998
5763135580788529,12,-2582.72,2018.04,-564.6799999999998,-17632.239999999998
6731171884115662,1,5994.029999999999,234.1300000000001,6228.159999999999,6228.159999999999
6731171884115662,2,-514.1000000000004,-4186.0,-4700.1,1528.0599999999986
6731171884115662,3,2276.77,1952.9399999999996,4229.709999999999,5757.769999999998
6731171884115662,4,1204.1100000000004,-3658.9300000000003,-2454.8199999999997,3302.949999999998
6731171884115662,5,-621.3699999999999,3416.4500000000007,2795.080000000001,6098.029999999999
6731171884115662,6,-4100.599999999999,-3188.67,-7289.2699999999995,-1191.2400000000007
6731171884115662,7,-3551.62,4555.43,1003.8100000000004,-187.4300000000003
6731171884115662,8,-6564.470000000001,-1070.210000000001,-7634.680000000002,-7822.110000000002
6731171884115662,9,-621.1100000000001,2339.45,1718.3399999999997,-6103.770000000002
6731171884115662,10,-1349.2699999999995,-4674.52,-6023.79,-12127.560000000001
6731171884115662,11,-7329.6900000000005,40.05000000000018,-7289.64,-19417.2
6731171884115662,12,1903.6699999999992,2812.8200000000006,4716.49,-14700.710000000001
6754575908057409,1,5320.6,460.14,5780.740000000001,5780.740000000001
6754575908057409,2,-4517.16,,-4517.16,1263.5800000000008
6754575908057409,3,-1798.52,730.27,-1068.25,195.33000000000084
6754575908057409,4,450.63000000000005,-1608.1200000000001,-1157.49,-962.1599999999992
6754575908057409,5,776.89,-1498.79,-721.9,-1684.059999999999
6754575908057409,6,79.69,1706.05,1785.74,101.68000000000097
6754575908057409,7,703.6599999999999,-4493.42,-3789.76,-3688.079999999999
6754575908057409,8,-1511.51,1785.6,274.0899999999999,-3413.989999999999
6754575908057409,9,420.56,-838.1,-417.54,-3831.529999999999
6754575908057409,10,,-1146.66,-1146.66,-4978.189999999999
6754575908057409,11,-659.31,1024.5700000000002,365.2600000000002,-4612.9299999999985
6754575908057409,12,503.61,-517.5799999999999,-13.969999999999914,-4626.899999999999
6759884497455352,1,771.04,1995.14,2766.1800000000003,2766.1800000000003
6759884497455352,2,508.77,71.47000000000003,580.24,3346.42
6759884497455352,3,-2043.21,-589.02,-2632.23,714.19
6759884497455352,4,-1134.68,-681.8699999999999,-1816.55,-1102.36
6759884497455352,5,45.31999999999999,-1932.21,-1886.89,-2989.25
6759884497455352,6,1047.6200000000001,-776.54,271.08000000000015,-2718.17
6759884497455352,7,1322.81,,1322.81,-1395.3600000000001
6759884497455352,8,,-4038.74,-4038.74,-5434.1
6759884497455352,9,2306.5299999999997,4685.84,6992.37,1558.2699999999995
6759884497455352,10,35.0,2335.98,2370.98,3929.2499999999995
6759884497455352,11,1317.2,-395.7199999999999,921.4800000000001,4850.73
6759884497455352,12,2396.4799999999996,-1280.3899999999999,1116.0899999999997,5966.82
7106839639082916,1,1027.7999999999997,632.43,1660.2299999999996,1660.2299999999996
7106839639082916,3,2339.23,,2339.23,3999.4599999999996
7106839639082916,4,-420.51,1173.67,753.1600000000001,4752.62
7106839639082916,5,,-3198.45,-3198.45,1554.17
7106839639082916,6,-1701.93,-1639.58,-3341.51,-1787.3400000000001
7106839639082916,8,,802.38,802.38,-984.9600000000002
7106839639082916,9,,-384.44,-384.44,-1369.4
7106839639082916,10,-1659.94,,-1659.94,-3029.34
7106839639082916,11,660.8400000000001,,660.8400000000001,-2368.5
7106839639082916,12,-963.69,-1817.16,-2780.8500000000004,-5149.35
7399497589386025,1,1319.22,,1319.22,1319.22
7399497589386025,2,,1328.0700000000002,1328.0700000000002,2647.29
7399497589386025,3,-800.8199999999997,5826.5599999999995,5025.74,7673.03
7399497589386025,4,-328.8599999999999,1301.75,972.8900000000001,8645.92
7399497589386025,5,-1555.3600000000001,4704.820000000001,3149.4600000000005,11795.380000000001
7399497589386025,6,2657.56,-633.69,2023.87,13819.25
7399497589386025,7,755.5,2485.19,3240.69,17059.94
7399497589386025,8,-1472.98,2203.6800000000003,730.7000000000003,17790.64
7399497589386025,9,-784.42,120.58000000000015,-663.8399999999998,17126.8
7399497589386025,10,1702.42,1254.22,2956.6400000000003,20083.44
7399497589386025,11,-2607.81,1888.78,-719.03,19364.41
7399497589386025,12,-2193.1800000000003,1547.08,-646.1000000000004,18718.309999999998
8390860978077109,1,-277.3299999999999,-9228.24,-9505.57,-9505.57
8390860978077109,2,-1484.33,3389.0999999999995,1904.7699999999995,-7600.8
8390860978077109,3,811.6200000000008,550.9200000000001,1362.5400000000009,-6238.259999999999
8390860978077109,4,387.3599999999997,894.7099999999991,1282.0699999999988,-4956.1900000000005
8390860978077109,5,-7198.79,-1252.42,-8451.21,-13407.4
8390860978077109,6,-2989.34,1172.5900000000001,-1816.75,-15224.15
8390860978077109,7,2148.3999999999996,-280.1999999999998,1868.1999999999998,-13355.95
8390860978077109,8,3050.29,7876.17,10926.46,-2429.4900000000016
8390860978077109,9,-2662.580000000001,898.8299999999981,-1763.7500000000027,-4193.240000000004
8390860978077109,10,-2824.38,-922.4900000000002,-3746.8700000000003,-7940.110000000004
8390860978077109,11,5603.549999999999,-1878.9499999999998,3724.5999999999995,-4215.510000000005
8390860978077109,12,-3134.95,-3168.8999999999996,-6303.849999999999,-10519.360000000004
8525065966751885,10,,1453.1,1453.1,1453.1
9682140161583058,1,-5946.140000000001,1740.71,-4205.430000000001,-4205.430000000001
9682140161583058,2,-209.71000000000095,5434.59,5224.879999999999,1019.449999999998
9682140161583058,3,-7907.039999999999,7413.29,-493.7499999999991,525.6999999999989
9682140161583058,4,477.1799999999994,7186.929999999999,7664.109999999999,8189.809999999998
9682140161583058,5,1661.7699999999995,913.360000000001,2575.1300000000006,10764.939999999999
9682140161583058,6,2364.9799999999996,3448.5699999999997,5813.549999999999,16578.489999999998
9682140161583058,7,649.7699999999995,-1159.73,-509.9600000000005,16068.529999999997
9682140161583058,8,576.6199999999999,-6930.4,-6353.78,9714.749999999996
9682140161583058,9,436.8000000000002,1088.6200000000003,1525.4200000000005,11240.169999999996
9682140161583058,10,26.689999999999827,-1391.37,-1364.68,9875.489999999996
9682140161583058,11,1581.3400000000004,995.0499999999997,2576.3900000000003,12451.879999999997
9682140161583058,12,-1179.52,2491.4400000000005,1311.9200000000005,13763.799999999997
11972044772734216,1,2022.82,1698.6400000000003,3721.46,3721.46
11972044772734216,2,-2225.61,1110.45,-1115.16,2606.3
11972044772734216,3,-997.3800000000001,-2072.51,-3069.8900000000003,-463.59000000000015
11972044772734216,4,1940.0799999999995,118.8599999999999,2058.9399999999996,1595.3499999999995
11972044772734216,5,-368.9299999999994,2434.1599999999994,2065.23,3660.5799999999995
11972044772734216,6,1110.0800000000002,3555.6000000000004,4665.68,8326.26
11972044772734216,7,2004.9799999999996,-249.0600000000004,1755.9199999999992,10082.18
11972044772734216,8,-2277.76,1904.9999999999995,-372.7600000000007,9709.42
